workflow,input_id,control_type,label,semantic_role,detailed_explanation,check_before_running,common_mistake,output_connection,reviewer_note
sjSDM,sjsdm_learning_rate,synced_numeric_slider,learning rate,general workflow setting,learning rate modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_lr_reduce_factor,synced_numeric_slider,control$lr_reduce_factor,random effect / spatial / latent structure,"control$lr_reduce_factor controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
sjSDM,sjsdm_mixed,checkboxInput,control$mixed half precision,general workflow setting,control$mixed half precision modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_newdata_file,fileInput,newdata.csv  - prediction environmental covariates,input data / environmental predictors,"newdata.csv  - prediction environmental covariates supplies site-level covariates. Rows must align with the response data, numeric-looking columns should be numeric, and intended categorical predictors should be handled as factors.","Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_on_diag,checkboxInput,regularize on_diag,general workflow setting,regularize on_diag modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_optimizer,selectInput,optimizer,general workflow setting,optimizer modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_out_config,checkboxInput,Save sjSDM used_config.yml,general workflow setting,Save sjSDM used_config.yml modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_out_copy_inputs,checkboxInput,Copy sjSDM input files to output folder,input data / auxiliary file,Copy sjSDM input files to output folder is an auxiliary input for sjSDM. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_out_report,checkboxInput,Generate sjSDM HTML report,workflow action / reproducibility output,"Generate sjSDM HTML report triggers checking, fitting, comparison or export. It should leave a clear status, diagnostics and real downloadable files rather than silent or empty placeholders.","Check that the action writes engine_status.json, standard tables, reports, scripts and a non-empty ZIP when applicable.","Common mistake: accepting Completed, empty ZIP or missing diagnostics as a successful run.","Controls workflow status, output folder creation, downloadable ZIPs and reports.","sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_out_zip,checkboxInput,Create sjSDM output ZIP,workflow action / reproducibility output,"Create sjSDM output ZIP triggers checking, fitting, comparison or export. It should leave a clear status, diagnostics and real downloadable files rather than silent or empty placeholders.","Check that the action writes engine_status.json, standard tables, reports, scripts and a non-empty ZIP when applicable.","Common mistake: accepting Completed, empty ZIP or missing diagnostics as a successful run.","Controls workflow status, output folder creation, downloadable ZIPs and reports.","sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_parallel,synced_numeric_slider,parallel data-loader workers,MCMC / optimization / prior control,"parallel data-loader workers controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
sjSDM,sjsdm_real_fit,checkboxInput,Run real sjSDM package fit,diagnostics / prediction / output selection,"Run real sjSDM package fit decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_reg_on_Cov,checkboxInput,reg_on_Cov,general workflow setting,reg_on_Cov modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_run,actionButton,Run sjSDM workflow,workflow action / reproducibility output,"Run sjSDM workflow triggers checking, fitting, comparison or export. It should leave a clear status, diagnostics and real downloadable files rather than silent or empty placeholders.","Check that the action writes engine_status.json, standard tables, reports, scripts and a non-empty ZIP when applicable.","Common mistake: accepting Completed, empty ZIP or missing diagnostics as a successful run.","Controls workflow status, output folder creation, downloadable ZIPs and reports.","sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_sampling,synced_numeric_slider,sampling,general workflow setting,sampling modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_scheduler,synced_numeric_slider,control$scheduler,general workflow setting,control$scheduler modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_se,checkboxInput,se = TRUE,general workflow setting,se = TRUE modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_seed,synced_numeric_slider,seed,MCMC / optimization / prior control,"seed controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
sjSDM,sjsdm_spatial_alpha,synced_numeric_slider,spatial alpha,random effect / spatial / latent structure,"spatial alpha controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
sjSDM,sjsdm_spatial_ev_k,synced_numeric_slider,number of spatial eigenvectors,random effect / spatial / latent structure,"number of spatial eigenvectors controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
sjSDM,sjsdm_spatial_ev_threshold,synced_numeric_slider,generateSpatialEV threshold,random effect / spatial / latent structure,"generateSpatialEV threshold controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
sjSDM,sjsdm_spatial_file,fileInput,spatial.csv  - coordinates / spatial predictors,input data / environmental predictors,"spatial.csv  - coordinates / spatial predictors supplies site-level covariates. Rows must align with the response data, numeric-looking columns should be numeric, and intended categorical predictors should be handled as factors.","Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_spatial_formula,textInput,spatial formula,model formula / covariate design,spatial formula controls which predictors enter the model. Every variable named in the formula must exist in the corresponding data table after cleaning and factor conversion.,"Check that every formula variable exists, has variation and is encoded as intended after categorical conversion.","Common mistake: using ~ . without noticing unsuitable ID, coordinate or leakage columns.","Recorded in used_config.yml and affects effects_long.csv, effects_species_environment.csv and model-specific coefficient tables.","sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_spatial_lambda,synced_numeric_slider,spatial lambda,random effect / spatial / latent structure,"spatial lambda controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
sjSDM,sjsdm_spatial_model,selectInput,spatial module,random effect / spatial / latent structure,"spatial module controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
sjSDM,sjsdm_spatial_new_file,fileInput,new_spatial.csv  - prediction spatial covariates,input data / environmental predictors,"new_spatial.csv  - prediction spatial covariates supplies site-level covariates. Rows must align with the response data, numeric-looking columns should be numeric, and intended categorical predictors should be handled as factors.","Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_step_size,synced_numeric_slider,step_size / batch size,MCMC / optimization / prior control,"step_size / batch size controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
sjSDM,sjsdm_traits_file,fileInput,traits.csv  - species traits / metadata,input data / species traits,traits.csv  - species traits / metadata supplies species-level attributes. Trait rows must match response species names exactly before trait-mediated effects are interpreted.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_tune_regularization,checkboxInput,Tune regularization by CV,diagnostics / prediction / output selection,"Tune regularization by CV decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_tune_steps,synced_numeric_slider,tune random steps,random effect / spatial / latent structure,"tune random steps controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
sjSDM,sjsdm_verbose,checkboxInput,verbose,MCMC / optimization / prior control,"verbose controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
sjSDM,sjsdm_weight_decay,synced_numeric_slider,weight_decay,general workflow setting,weight_decay modifies sjSDM workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"sjSDM: record the setting when it affects fitting, output or interpretation."
sjSDM,sjsdm_weights_file,fileInput,weights.rds / pretrained weights,input data / auxiliary file,weights.rds / pretrained weights is an auxiliary input for sjSDM. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"sjSDM: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_NNGP,checkboxInput,NNGP,random effect / spatial / latent structure,"NNGP controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
spOccupancy,spocc_accept_rate,synced_numeric_slider,accept.rate,MCMC / optimization / prior control,"accept.rate controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
spOccupancy,spocc_alpha_prior,textInput,alpha.normal,response family / likelihood,"alpha.normal chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_ar1,checkboxInput,ar1 temporal correlation,general workflow setting,ar1 temporal correlation modifies spOccupancy workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_batch_length,synced_numeric_slider,batch.length,MCMC / optimization / prior control,"batch.length controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
spOccupancy,spocc_beta_prior,textInput,beta.normal,response family / likelihood,"beta.normal chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_check,actionButton,Check spOccupancy data,workflow action / reproducibility output,"Check spOccupancy data triggers checking, fitting, comparison or export. It should leave a clear status, diagnostics and real downloadable files rather than silent or empty placeholders.","Check that the action writes engine_status.json, standard tables, reports, scripts and a non-empty ZIP when applicable.","Common mistake: accepting Completed, empty ZIP or missing diagnostics as a successful run.","Controls workflow status, output folder creation, downloadable ZIPs and reports.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_comm_prior,textInput,community priors,MCMC / optimization / prior control,"community priors controls computation rather than the ecological data itself. Quick values are for smoke tests; real inference needs longer runs, convergence checks and documented priors.","Check chains, burn-in/transient, thinning, seed, parallel settings and diagnostics; quick-test values are not publication settings.",Common mistake: reporting quick-test MCMC output as if it were a converged publication analysis.,"Recorded in used_config.yml, reproducible_script/ and diagnostics/session_info.txt; affects model objects and convergence tables.",Reviewer note: state whether settings are quick-test or inferential and report convergence diagnostics.
spOccupancy,spocc_coords_file,fileInput,coords.csv  - spatial coordinates,input data / spatial structure,"coords.csv  - spatial coordinates defines spatial coordinates, grouping or distance information. Use it only with spatial/random-effect settings that require the same site order as the response matrix.","Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_cov_model,selectInput,cov.model,random effect / spatial / latent structure,"cov.model controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
spOccupancy,spocc_data_structure,selectInput,data structure,general workflow setting,data structure modifies spOccupancy workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_det_file,fileInput,det.covs.csv  - detection covariates,input data / environmental predictors,"det.covs.csv  - detection covariates supplies site-level covariates. Rows must align with the response data, numeric-looking columns should be numeric, and intended categorical predictors should be handled as factors.","Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_det_formula,textInput,det.formula,model formula / covariate design,det.formula controls which predictors enter the model. Every variable named in the formula must exist in the corresponding data table after cleaning and factor conversion.,"Check that every formula variable exists, has variation and is encoded as intended after categorical conversion.","Common mistake: using ~ . without noticing unsuitable ID, coordinate or leakage columns.","Recorded in used_config.yml and affects effects_long.csv, effects_species_environment.csv and model-specific coefficient tables.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_do_ppc,checkboxInput,ppcOcc posterior predictive check,diagnostics / prediction / output selection,"ppcOcc posterior predictive check decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_do_predict,checkboxInput,predict occupancy/detection,general workflow setting,predict occupancy/detection modifies spOccupancy workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_do_waic,checkboxInput,waicOcc,diagnostics / prediction / output selection,"waicOcc decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_download,downloadButton,Download spOccupancy ZIP,workflow action / reproducibility output,"Download spOccupancy ZIP triggers checking, fitting, comparison or export. It should leave a clear status, diagnostics and real downloadable files rather than silent or empty placeholders.","Check that the action writes engine_status.json, standard tables, reports, scripts and a non-empty ZIP when applicable.","Common mistake: accepting Completed, empty ZIP or missing diagnostics as a successful run.","Controls workflow status, output folder creation, downloadable ZIPs and reports.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_fix,checkboxInput,fix latent-factor loadings,random effect / spatial / latent structure,"fix latent-factor loadings controls residual dependence, grouping, spatial covariance or latent factors. These parameters affect interpretation of associations and should not be treated as direct species interactions without caution.","Check grouping columns, coordinates, distance matrices, duplicated locations and whether the selected structure is identifiable for the data size.",Common mistake: interpreting residual association or latent factors as direct biological interaction.,"Recorded in used_config.yml and affects associations_long.csv, diagnostics, plots and model-specific random/spatial outputs.",Reviewer note: association parameters are engine-specific and should be labelled by scale and association_type.
spOccupancy,spocc_fold_file,fileInput,folds.csv  - optional k-fold assignments,input data / auxiliary file,folds.csv  - optional k-fold assignments is an auxiliary input for spOccupancy. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_formula,textInput,formula for JSDM / binomial models,response family / likelihood,"formula for JSDM / binomial models chooses how observations are linked to the latent ecological process. Binary, count, continuous, beta, ordinal and mixed-scale responses require different valid data ranges.","Check that response values satisfy the selected family: 0/1 for binary, non-negative integers for counts, continuous numeric values for Gaussian, valid bounded values for beta/ordinal settings.",Common mistake: allowing a model to run with a family that does not match the response scale.,"Recorded in used_config.yml and affects standard/run_summary.csv, fit_metrics.csv and predictions_long.csv.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_get_fitted,checkboxInput,fitted values,diagnostics / prediction / output selection,"fitted values decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_inits,textInput,inits,general workflow setting,inits modifies spOccupancy workflow behaviour. Record it because GUI choices should be recoverable from used_config.yml and reproducible scripts.,Check that this setting is recorded in used_config.yml and that its meaning is documented in the report.,Common mistake: changing this setting without preserving it in the reproducible configuration.,Recorded in configuration and shown in reports when relevant.,"spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_integrated_file,fileInput,integrated_sources.csv  - integrated data-source metadata,input data / auxiliary file,integrated_sources.csv  - integrated data-source metadata is an auxiliary input for spOccupancy. It must use the same site/species identifiers as the primary response and predictor files.,"Check dimensions, IDs, missing values, factor/numeric coercion and whether rows/columns match the response data before fitting.","Common mistake: uploading a table with an accidental ID column, mismatched row order or all-character numeric columns.",Copied to inputs/ and data/; summarized in diagnostics/data_check_messages.csv and standard/output_manifest.csv.,"spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_k_fold,synced_numeric_slider,k.fold,diagnostics / prediction / output selection,"k.fold decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","spOccupancy: record the setting when it affects fitting, output or interpretation."
spOccupancy,spocc_k_fold_only,checkboxInput,k.fold.only,diagnostics / prediction / output selection,"k.fold.only decides which fit, prediction, diagnostic or plotting artifacts are written. These outputs support review only when status files and standard tables are also present.","Check that the requested outputs are compatible with fitted status, response scale and available package functions.",Common mistake: comparing metrics produced on different response scales or validation folds.,"Controls diagnostics/, plots/, predictions/, results/, report/ and standard/*.csv artifacts.","spOccupancy: record the setting when it affects fitting, output or interpretation."
